sentiment,strictness,text,topicid
neutral,65,"Is there anything else I can assist you with today",29c532eb-83c1-4ff8-a424-eb5e0f14ad9c
neutral,65,"a breakdown of the actual charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"a check over the phone",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"a confirmation number for the payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"a confirmation number for your payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"a confirmation number referencing the payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"a copy of all transactions what i was billed for",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"a debit payment over the phone",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"a fee for paying by phone",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"a few more minutes to get a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"a hassle to switch providers",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"a long time customer of ours",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"a manager there that i can talk to",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"a move in place",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"a name a number or a word",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"a payment that double posted",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"a problem with my credit card",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"a supervisor someone that i can talk to",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"a week ago i called in",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"able to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"about my bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"about third party charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"access denied when i'm trying to log in",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"account balance is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"account has been compromised",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"account reviewed for fraud",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"accounts engaged in fraudulent activity",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"actually your payment date is on",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"add on a mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"address and zipcode",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"address including zipcode",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"address of the new premises",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"address where you want to transfer",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"address you are moving to",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"ahead and cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"all i can do is to apologize",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"all of those adjustments",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"all of those adjustments were made",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"alright for me to call you back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"also do to bolster their numbers",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"amount that your paying",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"an investigation with our fraud team",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"an item on my current bill that i don't understand",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"an offer for",1ba1ecfa-ce6a-478c-81fd-b7042b174507
neutral,65,"an unauthorized payment was made",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"and also your email address",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"and give you a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"and how are you making this payment today",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"and how can i help you",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"and how can i help you today",cd98f565-ce21-429a-9bb3-2f429827d49e
neutral,65,"and how may i assist you today",cd98f565-ce21-429a-9bb3-2f429827d49e
neutral,65,"and how may i help you",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"and how much did you pay",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"and i am a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"and i had called earlier",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"and i'll give you a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"and i'll transfer you",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"and i'll transfer you over to",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"and it says its unable to process my",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"and it will ask you to create a new one",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"and it's delinquent by",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"and my balance after",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"and my bill said i owe",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"and sent you a new one to your email",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"and the balance i show",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"and the expiration",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"and the full address",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"and the zipcode",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"and then give us a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"and then i want to talk to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"and then i will call you back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"and then we can reset the password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"and what was the amount of that payment",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"and you have my balance as",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"and you want the account balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"and your email address",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"and your mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"and your password on your account",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"and your password please",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"any feedback you have for me",33662858-a6d1-46dc-853f-ade2194632a5
neutral,65,"any time you have a payment left over at one address",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"any updates to the request",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"any way i can get my money back",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"anything else I can assist you",29c532eb-83c1-4ff8-a424-eb5e0f14ad9c
neutral,65,"anything else i can help you with",29c532eb-83c1-4ff8-a424-eb5e0f14ad9c
neutral,65,"anything else that they can be helped with",29c532eb-83c1-4ff8-a424-eb5e0f14ad9c
neutral,65,"anything else that we can help",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"anything else you would like me to go over",33662858-a6d1-46dc-853f-ade2194632a5
neutral,65,"anything else you'd like to ask me",33662858-a6d1-46dc-853f-ade2194632a5
neutral,65,"apologize for the confusion",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"apologize for the inconvenience",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"apologize for the long hold",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"apologize for the wait",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"applied that credit to your account",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"appreciate your business",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"appreciate your patience",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"are you able to make payment today",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"are you going to use credit card",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"are you happy that's now all resolved for you",33662858-a6d1-46dc-853f-ade2194632a5
neutral,65,"are you happy with the service provided by me",33662858-a6d1-46dc-853f-ade2194632a5
neutral,65,"are you looking at your bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"are you trying to make a payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"arrange a relocation",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"article will be returned to sender",8f1cfaf5-c4a1-462d-8b2c-b4165dcffc4b
neutral,65,"ask for a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"ask my supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"ask you for your email address",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"ask you for your mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"ask you to confirm your mobile",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"asked them to take the charge off",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"asked those questions every time you call in",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"assist you with today",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"at the beginning of the new billing cycle",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"at the new premises",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"attention fraud investigations team",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"authorization number",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"automated system so you can make your payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"background noise",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"balance as of close",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"balance at close of business",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"balance of the investments",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"bank account pending charge",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"bank denying authorization on card",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"be calling you back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"be glad to help you",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"be transfer to the next available analyst",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"bear with me",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"because it's past due",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"because you went over your minutes",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"because you've been a customer for a long time",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"because you've been with us for so long",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"been out of town have not paid my bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"before i transfer you",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"before i transfer you over",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"before i transfer you over there",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"begin by taking your zipcode",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"being charged for early termination",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"believe it's fraudulent",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"benefit you to stay in the long run",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"best deal we have",cd320977-79cd-411e-bb3f-41f95486a83d
neutral,65,"best email address for you",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"best mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"better if i call you back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"better number to call back to",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"better payment arrangement",b489ac45-7019-4e7d-97c2-a6262e2c2b60
neutral,65,"better payment plan",b489ac45-7019-4e7d-97c2-a6262e2c2b60
neutral,65,"bill in advance",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"bill showing my payment arrangement",b489ac45-7019-4e7d-97c2-a6262e2c2b60
neutral,65,"billing address for the card",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"billing department they can access those records for you",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"billing dispute for unknown charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"billing issues",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"book a moving company",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"booking did not go through",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"box saying login",49ecc1d4-e6ed-4858-a34a-d4e08334f855
neutral,65,"break this into two payments",b489ac45-7019-4e7d-97c2-a6262e2c2b60
neutral,65,"bring up the website",49ecc1d4-e6ed-4858-a34a-d4e08334f855
neutral,65,"bring your equipment with you",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"broken payment arrangement",b489ac45-7019-4e7d-97c2-a6262e2c2b60
neutral,65,"brought the balance to",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"brought your balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"but i can pay right now",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"but it does show that the payment was paid",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"call at another time",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call back at another time",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call back in a couple of minutes",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call back in a few",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call back later",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call bank to release funds",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"call finance to see if they received the payment",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"call my credit card company and cancel the order",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"call to check up on it",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"call us back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call you back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call you back a little later",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call you back as soon as",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call you back if that's the case",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call you back if you'd like",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call you back in about",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call you back in half an hour",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call you back later",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"call you right back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"called about it a few times",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"called before",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"called last week",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"called the other day",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"called yesterday",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"calling about click and ship",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"calling to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"calling to cancel my",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"calling to check my balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"calling to check on",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"calling to check on the status",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"calling to close out today",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"calling to set up a payment today",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"calling to set up a phone payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"calling up to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"can call back tomorrow",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"can give you a call right back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"can give you the total balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"can i call you right back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"can i give you a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"can i go ahead and speak to your supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"can i have your call back number",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"can i have your email address",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"can i have your mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"can i make a partial payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can i make a payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can i make a payment for just the half right now",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can i make a payment with you",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can i pay my master card bill",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can i pay my visa card bill",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can i please make a payment onto my credit card",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can i put you on hold",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"can i speak to the account officer please",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"can i speak with somebody in management",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"can pay the full bill",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can put you through",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"can see the balance of your",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"can we cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"can we have an email address",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"can we just cancel it",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"can we setup a payment plan",b489ac45-7019-4e7d-97c2-a6262e2c2b60
neutral,65,"can you callback in a little while",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"can you change the delivery address",2f32bffa-3bbe-4888-952f-363673450da8
neutral,65,"can you check the status of that",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"can you confirm the password on the account",2d3919cf-3cd2-42e6-9431-22357edbcb41
neutral,65,"can you confirm your mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"can you confirm your mobile phone number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"can you confirm your mobile telephone number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"can you explain that charge on my account",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"can you explain the charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"can you get me a manager",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"can you give me my balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"can you give me th expiration date on the card please",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can you give me the expiration date on the card please",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can you give me your mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"can you give me your mobile phone number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"can you hear me",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can you please repeat",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can you repeat that",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can you repeat that sir",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can you say it again",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can you say that again",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can you say that one more time",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can you speak more slowly",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can you speak slowly",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can you tell me the balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"can you tell me what my balance is now",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"can you verify the last four digits of the card you'd like to use",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"can't credit you back for something that has not posted to your account",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"can't do international on your website",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"can't do international online",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"can't hear you",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"can't log in",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"can't remember my user name",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"can't remember my username",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"can't remember the password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"can't remember what the password was",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"cancel if that's ok",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel it before it gets processed",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel it completely",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel it now",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel it today",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my account",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my account please",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my contract",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my contract with",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my package",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my services",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my sky completely",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my subscription",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my subscription completely",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my subscription please",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel my whole",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel our contract",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel our subscription",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel the account",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel the lot",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel the policy",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel the whole lot",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancel those policies",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancelling my account",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cancelling my service",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"cannot be accessed at this time",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"cant understand your accent",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"card expiration date",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"card type you are using",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"card was declined",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"cash value built up",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"cash value in the policy",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"cause i'm moving",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"change of address",2f32bffa-3bbe-4888-952f-363673450da8
neutral,65,"change of address form",2f32bffa-3bbe-4888-952f-363673450da8
neutral,65,"change your password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"change your plan in the middle of the billing cycle",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"change your temporary password by email",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"changed all my passwords",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"changes in availability we're unable to confirm",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"charge for overage",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"charge on the visa bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"charged a late fee",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"charged for something i didn't buy",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"charged for using",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"charges for directory assistance",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"charges for using directory assistance",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"charges on my credit card",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"charges on my subscription",1ba1ecfa-ce6a-478c-81fd-b7042b174507
neutral,65,"check and see how much my bill is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"check by phone",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"check if i need to send anything else",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"check if it's in good order",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"check my billing",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"check on a pending",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"check on an application",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"check on the status of",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"check the status",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"check what's happening with a payment",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"check with your bank if it has cleared",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"check your email address",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"check your email for password reset",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"checking on a pending application",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"checking on charges to my credit card",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"checking on the status of",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"checking status",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"checking your pending charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"clear cash and cookies",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"clear cookies and cash",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"clear out his cookies",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"clear out your cash and cookies",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"clear your cash and cookies",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"cleared your cookies and your cash",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"click and ship service",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"click on forgot password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"click on forgot your password",49ecc1d4-e6ed-4858-a34a-d4e08334f855
