CallTypeID	CustomerDefinitionID	EnterpriseName	Description	ServiceLevelThreshold	ServiceLevelType	Deleted	BucketIntervalID	ChangeStamp
5990	NULL	DN_8008340521	Shows channel utilization for 8008340521	NULL	0	N	NULL	3
5991	NULL	DN_8063453149	Shows channel utilization for 8063453149	NULL	0	N	NULL	3
5992	NULL	DN_8063716220	Shows channel utilization for 8063716220	NULL	0	N	NULL	3
5993	NULL	DN_8063716221	Shows channel utilization for 8063716221	NULL	0	N	NULL	3
5994	NULL	DN_8063716222	Shows channel utilization for 8063716222	NULL	0	N	NULL	3
5995	NULL	DN_8063716223	Shows channel utilization for 8063716223	NULL	0	N	NULL	3
5996	NULL	DN_8063716224	Shows channel utilization for 8063716224	NULL	0	N	NULL	3
5997	NULL	DN_8063716225	Shows channel utilization for 8063716225	NULL	0	N	NULL	3
5998	NULL	DN_8063716226	Shows channel utilization for 8063716226	NULL	0	N	NULL	3
5999	NULL	DN_8063716227	Shows channel utilization for 8063716227	NULL	0	N	NULL	3
6000	NULL	DN_8063716228	Shows channel utilization for 8063716228	NULL	0	N	NULL	3
6001	NULL	DN_8063716229	Shows channel utilization for 8063716229	NULL	0	N	NULL	3
6002	NULL	DN_8067235400	Shows channel utilization for 8067235400	NULL	0	N	NULL	3
6003	NULL	DN_8067235401	Shows channel utilization for 8067235401	NULL	0	N	NULL	3
6004	NULL	DN_8067235402	Shows channel utilization for 8067235402	NULL	0	N	NULL	3
6005	NULL	DN_8067235403	Shows channel utilization for 8067235403	NULL	0	N	NULL	3
6006	NULL	DN_8067235404	Shows channel utilization for 8067235404	NULL	0	N	NULL	3
6007	NULL	DN_8067235406	Shows channel utilization for 8067235406	NULL	0	N	NULL	3
6008	NULL	DN_8067235407	Shows channel utilization for 8067235407	NULL	0	N	NULL	3
6009	NULL	DN_8067235408	Shows channel utilization for 8067235408	NULL	0	N	NULL	3
6010	NULL	DN_8067235409	Shows channel utilization for 8067235409	NULL	0	N	NULL	3
6011	NULL	DN_8067625043	Shows channel utilization for 8067625043	NULL	0	N	NULL	3
6012	NULL	DN_8174208000	Shows channel utilization for 8174208000	NULL	0	N	NULL	3
6013	NULL	DN_8174208001	Shows channel utilization for 8174208001	NULL	0	N	NULL	3
6014	NULL	DN_8174208002	Shows channel utilization for 8174208002	NULL	0	N	NULL	3
6015	NULL	DN_8174208003	Shows channel utilization for 8174208003	NULL	0	N	NULL	3
6016	NULL	DN_8174208004	Shows channel utilization for 8174208004	NULL	0	N	NULL	3
6017	NULL	DN_8174208005	Shows channel utilization for 8174208005	NULL	0	N	NULL	3
6018	NULL	DN_8174208007	Shows channel utilization for 8174208007	NULL	0	N	NULL	3
6019	NULL	DN_8174208008	Shows channel utilization for 8174208008	NULL	0	N	NULL	3
6020	NULL	DN_8178201517	Shows channel utilization for 8178201517	NULL	0	N	NULL	3
6021	NULL	DN_8308769793	Shows channel utilization for 8308769793	NULL	0	N	NULL	3
6022	NULL	DN_8662118001	Shows channel utilization for 8662118001	NULL	0	N	NULL	3
6023	NULL	DN_8662944957	Shows channel utilization for 8662944957	NULL	0	N	NULL	3
6024	NULL	DN_8775417905	Shows channel utilization for 8775417905	NULL	0	N	NULL	3
6025	NULL	DN_9032322050	Shows channel utilization for 9032322050	NULL	0	N	NULL	3
6026	NULL	DN_9032322051	Shows channel utilization for 9032322051	NULL	0	N	NULL	3
6027	NULL	DN_9032322052	Shows channel utilization for 9032322052	NULL	0	N	NULL	3
6028	NULL	DN_9032322053	Shows channel utilization for 9032322053	NULL	0	N	NULL	3
6029	NULL	DN_9032322054	Shows channel utilization for 9032322054	NULL	0	N	NULL	3
6030	NULL	DN_9032322055	Shows channel utilization for 9032322055	NULL	0	N	NULL	3
6031	NULL	DN_9032322056	Shows channel utilization for 9032322056	NULL	0	N	NULL	3
6032	NULL	DN_9032322057	Shows channel utilization for 9032322057	NULL	0	N	NULL	3
6033	NULL	DN_9032322058	Shows channel utilization for 9032322058	NULL	0	N	NULL	3
6034	NULL	DN_9032322059	Shows channel utilization for 9032322059	NULL	0	N	NULL	3
6035	NULL	DN_9034390829	Shows channel utilization for 9034390829	NULL	0	N	NULL	3
6036	NULL	DN_9038709695	Shows channel utilization for 9038709695	NULL	0	N	NULL	3
6037	NULL	DN_9156292600	Shows channel utilization for 9156292600	NULL	0	N	NULL	3
6038	NULL	DN_9156292601	Shows channel utilization for 9156292601	NULL	0	N	NULL	3
6039	NULL	DN_9156292602	Shows channel utilization for 9156292602	NULL	0	N	NULL	3
6040	NULL	DN_9156292603	Shows channel utilization for 9156292603	NULL	0	N	NULL	3
6041	NULL	DN_9156292604	Shows channel utilization for 9156292604	NULL	0	N	NULL	3
6042	NULL	DN_9156292605	Shows channel utilization for 9156292605	NULL	0	N	NULL	3
6043	NULL	DN_9156292606	Shows channel utilization for 9156292606	NULL	0	N	NULL	3
6044	NULL	DN_9156292607	Shows channel utilization for 9156292607	NULL	0	N	NULL	3
6045	NULL	DN_9156292608	Shows channel utilization for 9156292608	NULL	0	N	NULL	3
6046	NULL	DN_9156292609	Shows channel utilization for 9156292609	NULL	0	N	NULL	3
6047	NULL	DN_9158387330	Shows channel utilization for 9158387330	NULL	0	N	NULL	3
6048	NULL	DN_9407165660	Shows channel utilization for 9407165660	NULL	0	N	NULL	3
6049	NULL	DN_9407165661	Shows channel utilization for 9407165661	NULL	0	N	NULL	3
6050	NULL	DN_9407165662	Shows channel utilization for 9407165662	NULL	0	N	NULL	3
6051	NULL	DN_9407165663	Shows channel utilization for 9407165663	NULL	0	N	NULL	3
6052	NULL	DN_9407165664	Shows channel utilization for 9407165664	NULL	0	N	NULL	3
6053	NULL	DN_9407165665	Shows channel utilization for 9407165665	NULL	0	N	NULL	3
6054	NULL	DN_9407165666	Shows channel utilization for 9407165666	NULL	0	N	NULL	3
6055	NULL	DN_9407165667	Shows channel utilization for 9407165667	NULL	0	N	NULL	3
6056	NULL	DN_9407165668	Shows channel utilization for 9407165668	NULL	0	N	NULL	3
6057	NULL	DN_9407165669	Shows channel utilization for 9407165669	NULL	0	N	NULL	3
6058	NULL	DN_9407613802	Shows channel utilization for 9407613802	NULL	0	N	NULL	3
6059	NULL	DN_9563663260	Shows channel utilization for 9563663260	NULL	0	N	NULL	3
6060	NULL	DN_9563663261	Shows channel utilization for 9563663261	NULL	0	N	NULL	3
6061	NULL	DN_9563663262	Shows channel utilization for 9563663262	NULL	0	N	NULL	3
6062	NULL	DN_9563663263	Shows channel utilization for 9563663263	NULL	0	N	NULL	3
6063	NULL	DN_9563663264	Shows channel utilization for 9563663264	NULL	0	N	NULL	3
6064	NULL	DN_9563663265	Shows channel utilization for 9563663265	NULL	0	N	NULL	3
6065	NULL	DN_9563663266	Shows channel utilization for 9563663266	NULL	0	N	NULL	3
6066	NULL	DN_9563663267	Shows channel utilization for 9563663267	NULL	0	N	NULL	3
6067	NULL	DN_9563663268	Shows channel utilization for 9563663268	NULL	0	N	NULL	3
6068	NULL	DN_9563663269	Shows channel utilization for 9563663269	NULL	0	N	NULL	3
6069	NULL	DN_9564471571	Shows channel utilization for 9564471571	NULL	0	N	NULL	3
6070	NULL	DN_9567951333	Shows channel utilization for 9567951333	NULL	0	N	NULL	3
6071	NULL	DN_9792604800	Shows channel utilization for 9792604800	NULL	0	N	NULL	3
6072	NULL	DN_9792604801	Shows channel utilization for 9792604801	NULL	0	N	NULL	3
6073	NULL	DN_9792604802	Shows channel utilization for 9792604802	NULL	0	N	NULL	3
6074	NULL	DN_9792604803	Shows channel utilization for 9792604803	NULL	0	N	NULL	3
6075	NULL	DN_9792604804	Shows channel utilization for 9792604804	NULL	0	N	NULL	3
6076	NULL	DN_9792604805	Shows channel utilization for 9792604805	NULL	0	N	NULL	3
6077	NULL	DN_9792604806	Shows channel utilization for 9792604806	NULL	0	N	NULL	3
6078	NULL	DN_9792604807	Shows channel utilization for 9792604807	NULL	0	N	NULL	3
6079	NULL	DN_9792604808	Shows channel utilization for 9792604808	NULL	0	N	NULL	3
6080	NULL	DN_9792604809	Shows channel utilization for 9792604809	NULL	0	N	NULL	3
6081	NULL	DN_9798467915	Shows channel utilization for 9798467915	NULL	0	N	NULL	3
6082	NULL	DN_DEFAULT	Shows channel utilization for DEFAULT	NULL	0	N	NULL	3
6083	NULL	ESS_INBOUND	Calls coming in from 211 main menu.	NULL	0	N	NULL	1
6084	NULL	DN_2142567709	Shows channel utilization for 2142567709	NULL	0	N	NULL	3
6085	NULL	DN_2147210980	Shows channel utilization for 2147210980	NULL	0	N	NULL	1
6086	NULL	DN_7132677269	Shows channel utilization for 7132677269	NULL	0	N	NULL	3
6087	NULL	DN_8067235405	Shows channel utilization for 8067235405	NULL	0	N	NULL	1
6088	NULL	DN_8174208006	Shows channel utilization for 8174208006	NULL	0	N	NULL	1
6089	NULL	DN_8174208009	Shows channel utilization for DN_8174208009	NULL	0	N	NULL	3
6090	NULL	IEE_EN_GetCase_notHOH	"Verification:  There is a webservice Error for caseApp(), getCaseAppInfo()"	NULL	0	N	NULL	1
6091	NULL	IEE_EN_NotConvrtd_office_nim	"Office Locator:  The caller has been told the local office(s) that they should contact.  The caller does not enter anything twice, or they enter the wrong  menu selection twice."	NULL	0	N	NULL	1
6092	NULL	IEE_EN_NotConvrtd_zip_BadEntry	Office Locator:  The caller has been asked to enter their 5 digit zip code.  They are unsuccessful at entering the information.	NULL	0	N	NULL	1
6093	NULL	IEE_EN_OffcLocatorError	Office Locator:  There was a webservice Error for OfficeLocator()	NULL	0	N	NULL	1
6094	NULL	IEE_SP_GetCase_notHOH	"Verification:  There is a webservice Error for caseApp(), getCaseAppInfo()"	NULL	0	N	NULL	1
6095	NULL	IEE_SP_NotConvrtd_office_nim	"Office Locator:  The caller has been told the local office(s) that they should contact.  The caller does not enter anything twice, or they enter the wrong  menu selection twice."	NULL	0	N	NULL	1
6096	NULL	IEE_SP_NotConvrtd_zip_BadEntry	Office Locator:  The caller has been asked to enter their 5 digit zip code.  They are unsuccessful at entering the information.	NULL	0	N	NULL	1
6097	NULL	IEE_SP_OffcLocatorError	Office Locator:  There was a webservice Error for OfficeLocator()	NULL	0	N	NULL	1
6098	NULL	IEE_EN_GetCaseServiceError	"Verification:  There is a webservice Error for caseApp(), getCaseAppInfo()"	NULL	0	N	NULL	1
6099	NULL	IEE_SP_GetCaseServiceError	"Verification:  There is a webservice Error for caseApp(), getCaseAppInfo()"	NULL	0	N	NULL	1
6100	NULL	DN_6001119096	Shows utilization of 6001119096: Default label for CHIP	NULL	0	N	NULL	3
6101	NULL	DN_6001119097	Shows utilization of 6001119097: Default label for EB	NULL	0	N	NULL	3
6102	NULL	DN_6001119098	Shows utilization of 6001119098: Default label for THS	NULL	0	N	NULL	3
6103	NULL	DN_6001119099	Shows utilization of 6001119099: Default label for ESS	NULL	0	N	NULL	3
6104	NULL	IEE_EN_NotConvrtd_zip_nim	"Office Locator:  The caller has been asked to enter their 5 digit zip code.  The caller does not enter anything twice, or they enter the wrong  menu selection twice."	NULL	0	N	NULL	1
6105	NULL	IEE_SP_NotConvrtd_zip_nim	"Office Locator:  The caller has been asked to enter their 5 digit zip code.  The caller does not enter anything twice, or they enter the wrong  menu selection twice."	NULL	0	N	NULL	1
6106	NULL	DN_8006476558	Shows channel utilization for 8006446558 : Assigned to CHIP Production	NULL	0	N	NULL	18
6107	NULL	DN_5125333497	Shows channel utilization for 5125333497 : Assigned to CHIP Production	NULL	0	N	NULL	3
6108	NULL	DN_2103046768	Shows channel utilization for 2103046768: Assigned to CHIP	NULL	0	N	NULL	18
6109	NULL	DN_5123742081	Shows channel utilization for 5123742081: Assigned to CHIP	NULL	0	N	NULL	3
6110	NULL	DN_8667788538	Shows channel utilization for 8667788538: Assigned to CHIP	NULL	0	N	NULL	3
6111	NULL	DN_8667788539	Shows channel utilization for 8667788539: Assigned to CHIP	NULL	0	N	NULL	3
6112	NULL	DN_8006457164	Shows channel utilization for 8006457164: Assigned to CHIP Provider Inbound	NULL	0	N	NULL	8
6113	NULL	DN_8009642777	Shows channel utilization for 8009642777: Assigned to EBS_Inbound	NULL	0	N	NULL	3
6114	NULL	DN_8882062729	Shows channel utilization for 8882062729: Assigned to EBS_Inbound	NULL	0	N	NULL	3
6115	NULL	DN_8887545326	Shows channel utilization for 8887545326: Assigned to EBS_Inbound	NULL	0	N	NULL	3
6116	NULL	DN_8888692083	Shows channel utilization for 8888692083: Assigned to EBS_Inbound	NULL	0	N	NULL	3
6117	NULL	DN_8778478377	Shows channel utilization for 8778478377: Assigned to THS Inbound	NULL	0	N	NULL	3
6118	NULL	DN_2103046767	Shows channel utilization for 2103046767: Assigned to State WHP Inbound	NULL	0	N	NULL	5
6119	NULL	DN_5123742080	Shows channel utilization for 5123742080: Assigned to State WHP Inbound	NULL	0	N	NULL	3
6120	NULL	ES_SP_ApptChgPhone	Appointments:  The caller would like to change the phone numer assigned to the appointment.	NULL	0	N	NULL	1
6121	NULL	IEE_EN_ApptChgPhone	Appointments:  The caller would like to change the phone numer assigned to the appointment.	NULL	0	N	NULL	1
6122	NULL	IEE_SP_ApptChgPhone	Appointments:  The caller would like to change the phone numer assigned to the appointment.	NULL	0	N	NULL	1
6123	NULL	IEE_GENERIC_IVR_ERROR	"The call made it through the IVR, but encountered an error and the call successfully passed back to ICM."	NULL	0	N	NULL	1
6124	NULL	CHIP_INB_EN_EL_ALL	Includes all CHIP_INB_EN_EL_*  Call Types	NULL	0	N	NULL	1
6125	NULL	CHIP_INB_EN_ENR_ALL	Includes all CHIP_INB_EN_ENR_*  Call Types	NULL	0	N	NULL	1
6126	NULL	CHIP_INB_EN_SKIP_ALL	Includes all CHIP_INB_EN_SKIP_*  Call Types	NULL	0	N	NULL	1
6127	NULL	CHIP_INB_PR_ALL	Includes all CHIP_INB_PR_*  Call Types	NULL	0	N	NULL	1
6128	NULL	CHIP_INB_SP_EL_ALL	Includes all CHIP_INB_SP_EL_*  Call Types	NULL	0	N	NULL	1
6129	NULL	CHIP_INB_SP_ENR_ALL	Includes all CHIP_INB_SP_ENR_*  Call Types	NULL	0	N	NULL	1
6130	NULL	CHIP_INB_SP_SKIP_ALL	Includes all CHIP_INB_EN_SKIP_*  Call Types	NULL	0	N	NULL	1
6131	NULL	EBS_INB_EN_EWT	EBS English Estimated Wait Time	NULL	0	N	NULL	1
6132	NULL	EBS_INB_PV_EWT	EBS Provider Estimated Wait Time	NULL	0	N	NULL	1
6133	NULL	EBS_INB_SP_EWT	EBS Spanish Estimated Wait Time	NULL	0	N	NULL	1
6134	NULL	STWHP_INB_ALL	State Women's Health Program Inbound STWHP_INB_* Call Types	NULL	0	N	NULL	1
6135	NULL	THS_INB_EN_EWT	THS English Estimated Wait Time	NULL	0	N	NULL	1
6136	NULL	THS_INB_SP_EWT	THS Spanish Estimated Wait Time	NULL	0	N	NULL	1
6137	NULL	CHIP_INB_EN_Peri_ALL	Caller selected Perinatal from the Main menu. Includes all CHIP_INB_EN_PERI_* calls	NULL	0	N	NULL	1
6138	NULL	CHIP_INB_SP_Peri_ALL	Caller selected Perinatal from the Main menu. Includes all CHIP_INB_SP_PERI_* calls	NULL	0	N	NULL	1
6139	NULL	EBS_INB_EN_ALL	Includes all EBS_INB_EN_*  Call Types	NULL	0	N	NULL	1
6140	NULL	EBS_INB_PV_ALL	Includes all EBS_INB_PV_*  Call Types	NULL	0	N	NULL	1
6141	NULL	EBS_INB_SP_ALL	Includes all EBS_INB_SP_*  Call Types	NULL	0	N	NULL	1
6142	NULL	DN_8773124912	Shows channel utilization for - 8773124912	NULL	0	N	NULL	4
6143	NULL	DN_8773124913	Shows channel utilization for - 8773124913	NULL	0	N	NULL	4
6144	NULL	DN_8773124914	Shows channel utilization for - 8773124914	NULL	0	N	NULL	4
6145	NULL	DN_8773124915	Shows channel utilization for - 8773124915	NULL	0	N	NULL	4
6146	NULL	DN_8773124916	Shows channel utilization for - 8773124916	NULL	0	N	NULL	4
6147	NULL	DN_8773124917	Shows channel utilization for - 8773124917	NULL	0	N	NULL	4
6148	NULL	DN_8773124918	Shows channel utilization for - 8773124918	NULL	0	N	NULL	4
6149	NULL	DN_8773124919	Shows channel utilization for - 8773124919	NULL	0	N	NULL	4
6150	NULL	DN_8773124920	Shows channel utilization for - 8773124920	NULL	0	N	NULL	4
6151	NULL	DN_8773124921	Shows channel utilization for - 8773124921	NULL	0	N	NULL	4
6152	NULL	DN_8773125106	Shows channel utilization for - Alltel	NULL	0	N	NULL	3
6153	NULL	DN_8773125107	Shows channel utilization for - Amerilink/Cellular One of Texoma	NULL	0	N	NULL	3
6154	NULL	DN_8773125108	Shows channel utilization for - AT&T Wireless Services	NULL	0	N	NULL	3
6155	NULL	DN_8773125109	Shows channel utilization for - Boost Mobile	NULL	0	N	NULL	3
6156	NULL	DN_8773125112	Shows channel utilization for - Brazos Cellular	NULL	0	N	NULL	3
6157	NULL	DN_8773125113	Shows channel utilization for - CapRock Cellular	NULL	0	N	NULL	3
6158	NULL	DN_8773125114	Shows channel utilization for - Cellular One of East Texas	NULL	0	N	NULL	3
6159	NULL	DN_8773125115	Shows channel utilization for - Centennial Wireless	NULL	0	N	NULL	3
6160	NULL	DN_8773125116	Shows channel utilization for - Cingular Wireless	NULL	0	N	NULL	3
6161	NULL	DN_8773125117	Shows channel utilization for - ClearTalk	NULL	0	N	NULL	3
6162	NULL	DN_8773125294	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6163	NULL	DN_8773125295	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6164	NULL	DN_8773125296	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6165	NULL	DN_8773125318	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6166	NULL	DN_8773125319	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6167	NULL	DN_8773125320	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6168	NULL	DN_8773125321	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6169	NULL	DN_8773125322	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6170	NULL	DN_8773125324	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6171	NULL	DN_8773125325	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6172	NULL	DN_8777826439	Shows channel utilization for - Pocket Communications	NULL	0	N	NULL	3
6173	NULL	DN_8777826440	Shows channel utilization for - Sprint Wireless	NULL	0	N	NULL	3
6174	NULL	DN_8777826445	Shows channel utilization for - T-Mobile	NULL	0	N	NULL	3
6175	NULL	DN_8777826449	Shows channel utilization for - Tracfone	NULL	0	N	NULL	3
6176	NULL	DN_8777826458	Shows channel utilization for - US Cellular	NULL	0	N	NULL	3
6177	NULL	DN_8777826459	Shows channel utilization for - Verizon Wireless	NULL	0	N	NULL	5
6178	NULL	DN_8777826470	Shows channel utilization for - Virgin Mobile	NULL	0	N	NULL	3
6179	NULL	DN_8777826473	Shows channel utilization for - West Central Wireles	NULL	0	N	NULL	3
6180	NULL	DN_8777826478	Shows channel utilization for - XIT Wireless	NULL	0	N	NULL	3
6181	NULL	DN_8777826479	Shows channel utilization for - Unassigned	NULL	0	N	NULL	3
6182	NULL	DN_8778434883	Shows channel utilization for - Cricket/Leap Wireless	NULL	0	N	NULL	3
6183	NULL	DN_8778435139	Shows channel utilization for - ETEX Wireless	NULL	0	N	NULL	3
6184	NULL	DN_8778435140	Shows channel utilization for - Five Star Wireless	NULL	0	N	NULL	3
6185	NULL	DN_8778435142	Shows channel utilization for - Lamar County Cellular	NULL	0	N	NULL	3
6186	NULL	DN_8778435143	Shows channel utilization for - Metro PCS	NULL	0	N	NULL	3
6187	NULL	DN_8778435145	Shows channel utilization for - Mid-Tex Cellular	NULL	0	N	NULL	3
6188	NULL	DN_8778435146	Shows channel utilization for - Nextel Wireless	NULL	0	N	NULL	3
6189	NULL	DN_8778435147	Shows channel utilization for - People's Wireless	NULL	0	N	NULL	3
6190	NULL	DN_8778435148	Shows channel utilization for - Pine Cellular	NULL	0	N	NULL	3
6191	NULL	DN_8778435149	Shows channel utilization for - Plateau Wireless	NULL	0	N	NULL	3
6192	NULL	IEE_EN_Appeal	Benefits:   Caller wishes to file an Appeal	NULL	0	N	NULL	1
6193	NULL	IEE_SP_Appeal	Benefits:   Caller wishes to file an Appeal	NULL	0	N	NULL	1
6194	NULL	DN_9158383440	NULL	NULL	0	N	NULL	3
6195	NULL	DN_9158383441	NULL	NULL	0	N	NULL	3
6196	NULL	DN_9158383442	NULL	NULL	0	N	NULL	3
6197	NULL	DN_9158383443	NULL	NULL	0	N	NULL	3
6198	NULL	DN_9158383444	NULL	NULL	0	N	NULL	3
6199	NULL	DN_9158383445	NULL	NULL	0	N	NULL	3
6200	NULL	DN_9158383446	NULL	NULL	0	N	NULL	3
6201	NULL	DN_9158383447	NULL	NULL	0	N	NULL	3
6202	NULL	DN_9158383448	NULL	NULL	0	N	NULL	3
6203	NULL	DN_9158383449	NULL	NULL	0	N	NULL	3
6204	NULL	CHIP_INB_EN_ENR_RSA	Temporary call type to handle RSA English	NULL	0	N	NULL	1
6205	NULL	CHIP_INB_SP_ENR_RSA	Temporary call type to handle RSA Spanish	NULL	0	N	NULL	1
6206	NULL	DN_6001100034	Shows channel utilization for 6001100034	NULL	0	N	NULL	1
6207	NULL	DN_6001100035	Shows channel utilization for 6001100035	NULL	0	N	NULL	1
6208	NULL	DN_6001100036	Shows channel utilization for 6001100036	NULL	0	N	NULL	1
6209	NULL	DN_6001100037	Shows channel utilization for 6001100037	NULL	0	N	NULL	1
6210	NULL	DN_6001100038	Shows channel utilization for 6001100038	NULL	0	N	NULL	1
6211	NULL	DN_6001100039	Shows channel utilization for 6001100039	NULL	0	N	NULL	1
6212	NULL	DN_6001119000	Shows channel utilization for 6001119000	NULL	0	N	NULL	4
6213	NULL	DN_6001119001	Shows channel utilization for 6001119001	NULL	0	N	NULL	3
6214	NULL	DN_6001119002	Shows channel utilization for 6001119002	NULL	0	N	NULL	3
6215	NULL	DN_6001119003	Shows channel utilization for 6001119003	NULL	0	N	NULL	3
6216	NULL	DN_6001119012	Shows channel utilization for 6001119012	NULL	0	N	NULL	3
6217	NULL	DN_6001119016	Shows channel utilization for 6001119016	NULL	0	N	NULL	3
6218	NULL	DN_6001119017	Shows channel utilization for 6001119017	NULL	0	N	NULL	3
6219	NULL	DN_6001119018	Shows channel utilization for 6001119018	NULL	0	N	NULL	3
6220	NULL	DN_6001119019	Shows channel utilization for 6001119019	NULL	0	N	NULL	3
6221	NULL	DN_6001119020	Shows channel utilization for 6001119020	NULL	0	N	NULL	3
6222	NULL	DN_6001119021	Shows channel utilization for 6001119021	NULL	0	N	NULL	3
6223	NULL	DN_6001119022	Shows channel utilization for 6001119022	NULL	0	N	NULL	3
6224	NULL	DN_6001119023	Shows channel utilization for 6001119023	NULL	0	N	NULL	6
6225	NULL	DN_6001119024	Shows channel utilization for 6001119024	NULL	0	N	NULL	3
6226	NULL	DN_6001119031	Shows channel utilization for 6001119031	NULL	0	N	NULL	3
6227	NULL	DN_6001119032	Shows channel utilization for 6001119032	NULL	0	N	NULL	3
6228	NULL	DN_6001119033	Shows channel utilization for 6001119033	NULL	0	N	NULL	3
6229	NULL	DN_6001119034	Shows channel utilization for 6001119034	NULL	0	N	NULL	3
6230	NULL	DN_6001119046	Shows channel utilization for 6001119046	NULL	0	N	NULL	3
6231	NULL	DN_6001119047	Shows channel utilization for 6001119047	NULL	0	N	NULL	3
6232	NULL	DN_6001119048	Shows channel utilization for 6001119048	NULL	0	N	NULL	3
6233	NULL	DN_6001119049	Shows channel utilization for 6001119049	NULL	0	N	NULL	3
6234	NULL	DN_6001119050	Shows channel utilization for 6001119050	NULL	0	N	NULL	3
6235	NULL	DN_6001119051	Shows channel utilization for 6001119051	NULL	0	N	NULL	3
6236	NULL	DN_6001119052	Shows channel utilization for 6001119052	NULL	0	N	NULL	3
6237	NULL	DN_6001119053	Shows channel utilization for 6001119053	NULL	0	N	NULL	3
6238	NULL	DN_6001119061	Shows channel utilization for 6001119061	NULL	0	N	NULL	3
6239	NULL	DN_6001119062	Shows channel utilization for 6001119062	NULL	0	N	NULL	3
6240	NULL	DN_6001119063	Shows channel utilization for 6001119063	NULL	0	N	NULL	3
6241	NULL	DN_6001119064	Shows channel utilization for 6001119064	NULL	0	N	NULL	3
6242	NULL	DN_6001119065	Shows channel utilization for 6001119065	NULL	0	N	NULL	1
6243	NULL	DN_6001119070	Shows channel utilization for 6001119070	NULL	0	N	NULL	10
6244	NULL	DN_6001119071	Shows channel utilization for 6001119071	NULL	0	N	NULL	1
6245	NULL	DN_6001119072	Shows channel utilization for 6001119072	NULL	0	N	NULL	3
6246	NULL	DN_6001119076	Shows channel utilization for 6001119076	NULL	0	N	NULL	3
6247	NULL	DN_6001119077	Shows channel utilization for 6001119077	NULL	0	N	NULL	3
6248	NULL	DN_6001119078	Shows channel utilization for 6001119078	NULL	0	N	NULL	3
6249	NULL	DN_6001119079	Shows channel utilization for 6001119079	NULL	0	N	NULL	3
6250	NULL	DN_6001119800	Shows channel utilization for 6001119800	NULL	0	N	NULL	3
6251	NULL	DN_6001119801	Shows channel utilization for 6001119801	NULL	0	N	NULL	3
6253	NULL	IEES_XFER_EN_CMPLNTS	Transferes to the ES English Complaints Queue	NULL	0	N	NULL	1
6254	NULL	IEES_XFER_SP_CMPLNTS	Transferes to the SP English Complaints Queue	NULL	0	N	NULL	1
6255	NULL	ST_XFER_ART_DISCO_NALO	Calls transfered to ST ART but were disconnected because no agents were logged in.	NULL	0	N	NULL	1
6256	NULL	ST_XFER_MEPD_DISCO_NALO	Calls transfered to ST MEPD but were disconnected because no agents were logged in.	NULL	0	N	NULL	1
6257	NULL	ST_XFER_REFUGEE_DISCO_NALO	Calls transfered to ST Refugee but were disconnected because no agents were logged in.	NULL	0	N	NULL	1
6258	NULL	ST_XFER_TW_SR_DISCO_NALO	Calls transfered to ST TW SR but were disconnected because no agents were logged in.	NULL	0	N	NULL	1
6259	NULL	IEES_XFER_SUP_GBL_EN_DISCO_QERR	ES Supervisor Transfer Midland English call disconnected because of a queuing error.	NULL	0	N	NULL	1
6260	NULL	IEES_XFER_SUP_GBL_SP_DISCO_QERR	ES Supervisor Transfer Midland Spanish call disconnected because of a queuing error.	NULL	0	N	NULL	1
6261	NULL	ST_XFER_ART_SSS_DISCO_QERR	Calls transferred to State ART SSS which were disconnected because of a queing error.	NULL	0	N	NULL	0
6262	NULL	ST_XFER_ARTS_DISCO_QERR	Calls transferred to State ARTS which were disconnected because of a queing error.	NULL	0	N	NULL	1
6263	NULL	ST_XFER_ME_SR_DISCO_QERR	Calls transferred to State ME which were disconnected because of a queing error.	NULL	0	N	NULL	1
6264	NULL	ST_XFER_REFUGEE_DISCO_QERR	Calls transferred to State Refugee which were disconnected because of a queing error.	NULL	0	N	NULL	1
6265	NULL	ST_XFER_TW_SR_DISCO_QERR	Calls transferred to State TW SR which were disconnected because of a queing error.	NULL	0	N	NULL	1
6266	NULL	IEE_EN_GetCase_BadEntry	"Verification:  The caller does not successfully enter their case num.  Either they entered a *, or # key."	NULL	0	N	NULL	1
6267	NULL	IEE_EN_GetCase_nim	Verification:  The caller does not successfully enter their case number  The caller does not enter 10 digits twice when asked for case	NULL	0	N	NULL	1
6268	NULL	IEE_EN_MultiCases_nim	"Verification:  Multiple cases have been associated with this individual. The caller is allowed to enter a case number, but  The caller does not enter anything twice, or they enter the wrong menu selection twice."	NULL	0	N	NULL	1
6269	NULL	IEE_SP_GetCase_BadEntry	"Verification:  The caller does not successfully enter their case num.  Either they entered a *, or # key."	NULL	0	N	NULL	1
