ID	TIMEZONE	STARTTIME	ENDTIME	BIAS
37671	America/Juneau	2031-03-09 11:00:00.000	2031-11-02 10:00:00.000	-480
37672	America/Juneau	2031-11-02 10:00:00.000	2032-03-14 11:00:00.000	-540
37673	America/Juneau	2032-03-14 11:00:00.000	2032-11-07 10:00:00.000	-480
37674	America/Juneau	2032-11-07 10:00:00.000	2033-03-13 11:00:00.000	-540
37675	America/Juneau	2033-03-13 11:00:00.000	2033-11-06 10:00:00.000	-480
37676	America/Juneau	2033-11-06 10:00:00.000	2034-03-12 11:00:00.000	-540
37677	America/Juneau	2034-03-12 11:00:00.000	2034-11-05 10:00:00.000	-480
37678	America/Juneau	2034-11-05 10:00:00.000	2035-03-11 11:00:00.000	-540
37679	America/Juneau	2035-03-11 11:00:00.000	2035-11-04 10:00:00.000	-480
37680	America/Juneau	2035-11-04 10:00:00.000	2036-03-09 11:00:00.000	-540
37681	America/Juneau	2036-03-09 11:00:00.000	2036-11-02 10:00:00.000	-480
37682	America/Juneau	2036-11-02 10:00:00.000	2037-03-08 11:00:00.000	-540
37683	America/Juneau	2037-03-08 11:00:00.000	2037-11-01 10:00:00.000	-480
37684	America/Juneau	2037-11-01 10:00:00.000	2038-03-14 11:00:00.000	-540
37685	America/Juneau	2038-03-14 11:00:00.000	2038-11-07 10:00:00.000	-480
37686	America/Juneau	2038-11-07 10:00:00.000	2039-03-13 11:00:00.000	-540
37687	America/Juneau	2039-03-13 11:00:00.000	2039-11-06 10:00:00.000	-480
37688	America/Juneau	2039-11-06 10:00:00.000	2040-03-11 11:00:00.000	-540
37689	America/Juneau	2040-03-11 11:00:00.000	2040-11-04 10:00:00.000	-480
37690	America/Juneau	2040-11-04 10:00:00.000	2041-03-10 11:00:00.000	-540
37691	America/Juneau	2041-03-10 11:00:00.000	2041-11-03 10:00:00.000	-480
37692	America/Juneau	2041-11-03 10:00:00.000	2042-03-09 11:00:00.000	-540
37693	America/Juneau	2042-03-09 11:00:00.000	2042-11-02 10:00:00.000	-480
37694	America/Juneau	2042-11-02 10:00:00.000	2043-03-08 11:00:00.000	-540
37695	America/Juneau	2043-03-08 11:00:00.000	2043-11-01 10:00:00.000	-480
37696	America/Juneau	2043-11-01 10:00:00.000	2044-03-13 11:00:00.000	-540
37697	America/Juneau	2044-03-13 11:00:00.000	2044-11-06 10:00:00.000	-480
37698	America/Juneau	2044-11-06 10:00:00.000	2045-03-12 11:00:00.000	-540
37699	America/Juneau	2045-03-12 11:00:00.000	2045-11-05 10:00:00.000	-480
37700	America/Juneau	2045-11-05 10:00:00.000	2046-03-11 11:00:00.000	-540
37701	America/Juneau	2046-03-11 11:00:00.000	2046-11-04 10:00:00.000	-480
37702	America/Juneau	2046-11-04 10:00:00.000	2047-03-10 11:00:00.000	-540
37703	America/Juneau	2047-03-10 11:00:00.000	2047-11-03 10:00:00.000	-480
37704	America/Juneau	2047-11-03 10:00:00.000	2048-03-08 11:00:00.000	-540
37705	America/Juneau	2048-03-08 11:00:00.000	2048-11-01 10:00:00.000	-480
37706	America/Juneau	2048-11-01 10:00:00.000	2049-03-14 11:00:00.000	-540
37707	America/Juneau	2049-03-14 11:00:00.000	2049-08-08 08:00:00.000	-480
46759	America/Kentucky/Louisville	1969-08-08 04:00:00.000	1969-10-26 06:00:00.000	-240
46760	America/Kentucky/Louisville	1969-10-26 06:00:00.000	1970-04-26 07:00:00.000	-300
46761	America/Kentucky/Louisville	1970-04-26 07:00:00.000	1970-10-25 06:00:00.000	-240
46762	America/Kentucky/Louisville	1970-10-25 06:00:00.000	1971-04-25 07:00:00.000	-300
46763	America/Kentucky/Louisville	1971-04-25 07:00:00.000	1971-10-31 06:00:00.000	-240
46764	America/Kentucky/Louisville	1971-10-31 06:00:00.000	1972-04-30 07:00:00.000	-300
46765	America/Kentucky/Louisville	1972-04-30 07:00:00.000	1972-10-29 06:00:00.000	-240
46766	America/Kentucky/Louisville	1972-10-29 06:00:00.000	1973-04-29 07:00:00.000	-300
46767	America/Kentucky/Louisville	1973-04-29 07:00:00.000	1973-10-28 06:00:00.000	-240
46768	America/Kentucky/Louisville	1973-10-28 06:00:00.000	1975-02-23 07:00:00.000	-300
46769	America/Kentucky/Louisville	1975-02-23 07:00:00.000	1975-10-26 06:00:00.000	-240
46770	America/Kentucky/Louisville	1975-10-26 06:00:00.000	1976-04-25 07:00:00.000	-300
46771	America/Kentucky/Louisville	1976-04-25 07:00:00.000	1976-10-31 06:00:00.000	-240
46772	America/Kentucky/Louisville	1976-10-31 06:00:00.000	1977-04-24 07:00:00.000	-300
46773	America/Kentucky/Louisville	1977-04-24 07:00:00.000	1977-10-30 06:00:00.000	-240
46774	America/Kentucky/Louisville	1977-10-30 06:00:00.000	1978-04-30 07:00:00.000	-300
46775	America/Kentucky/Louisville	1978-04-30 07:00:00.000	1978-10-29 06:00:00.000	-240
46776	America/Kentucky/Louisville	1978-10-29 06:00:00.000	1979-04-29 07:00:00.000	-300
46777	America/Kentucky/Louisville	1979-04-29 07:00:00.000	1979-10-28 06:00:00.000	-240
46778	America/Kentucky/Louisville	1979-10-28 06:00:00.000	1980-04-27 07:00:00.000	-300
46779	America/Kentucky/Louisville	1980-04-27 07:00:00.000	1980-10-26 06:00:00.000	-240
46780	America/Kentucky/Louisville	1980-10-26 06:00:00.000	1981-04-26 07:00:00.000	-300
46781	America/Kentucky/Louisville	1981-04-26 07:00:00.000	1981-10-25 06:00:00.000	-240
46782	America/Kentucky/Louisville	1981-10-25 06:00:00.000	1982-04-25 07:00:00.000	-300
46783	America/Kentucky/Louisville	1982-04-25 07:00:00.000	1982-10-31 06:00:00.000	-240
46784	America/Kentucky/Louisville	1982-10-31 06:00:00.000	1983-04-24 07:00:00.000	-300
46785	America/Kentucky/Louisville	1983-04-24 07:00:00.000	1983-10-30 06:00:00.000	-240
46786	America/Kentucky/Louisville	1983-10-30 06:00:00.000	1984-04-29 07:00:00.000	-300
46787	America/Kentucky/Louisville	1984-04-29 07:00:00.000	1984-10-28 06:00:00.000	-240
46788	America/Kentucky/Louisville	1984-10-28 06:00:00.000	1985-04-28 07:00:00.000	-300
46789	America/Kentucky/Louisville	1985-04-28 07:00:00.000	1985-10-27 06:00:00.000	-240
46790	America/Kentucky/Louisville	1985-10-27 06:00:00.000	1986-04-27 07:00:00.000	-300
46791	America/Kentucky/Louisville	1986-04-27 07:00:00.000	1986-10-26 06:00:00.000	-240
46792	America/Kentucky/Louisville	1986-10-26 06:00:00.000	1987-04-05 07:00:00.000	-300
46793	America/Kentucky/Louisville	1987-04-05 07:00:00.000	1987-10-25 06:00:00.000	-240
46794	America/Kentucky/Louisville	1987-10-25 06:00:00.000	1988-04-03 07:00:00.000	-300
46795	America/Kentucky/Louisville	1988-04-03 07:00:00.000	1988-10-30 06:00:00.000	-240
46796	America/Kentucky/Louisville	1988-10-30 06:00:00.000	1989-04-02 07:00:00.000	-300
46797	America/Kentucky/Louisville	1989-04-02 07:00:00.000	1989-10-29 06:00:00.000	-240
46798	America/Kentucky/Louisville	1989-10-29 06:00:00.000	1990-04-01 07:00:00.000	-300
46799	America/Kentucky/Louisville	1990-04-01 07:00:00.000	1990-10-28 06:00:00.000	-240
46800	America/Kentucky/Louisville	1990-10-28 06:00:00.000	1991-04-07 07:00:00.000	-300
46801	America/Kentucky/Louisville	1991-04-07 07:00:00.000	1991-10-27 06:00:00.000	-240
46802	America/Kentucky/Louisville	1991-10-27 06:00:00.000	1992-04-05 07:00:00.000	-300
46803	America/Kentucky/Louisville	1992-04-05 07:00:00.000	1992-10-25 06:00:00.000	-240
46804	America/Kentucky/Louisville	1992-10-25 06:00:00.000	1993-04-04 07:00:00.000	-300
46805	America/Kentucky/Louisville	1993-04-04 07:00:00.000	1993-10-31 06:00:00.000	-240
46806	America/Kentucky/Louisville	1993-10-31 06:00:00.000	1994-04-03 07:00:00.000	-300
46807	America/Kentucky/Louisville	1994-04-03 07:00:00.000	1994-10-30 06:00:00.000	-240
46808	America/Kentucky/Louisville	1994-10-30 06:00:00.000	1995-04-02 07:00:00.000	-300
46809	America/Kentucky/Louisville	1995-04-02 07:00:00.000	1995-10-29 06:00:00.000	-240
46810	America/Kentucky/Louisville	1995-10-29 06:00:00.000	1996-04-07 07:00:00.000	-300
46811	America/Kentucky/Louisville	1996-04-07 07:00:00.000	1996-10-27 06:00:00.000	-240
46812	America/Kentucky/Louisville	1996-10-27 06:00:00.000	1997-04-06 07:00:00.000	-300
46813	America/Kentucky/Louisville	1997-04-06 07:00:00.000	1997-10-26 06:00:00.000	-240
46814	America/Kentucky/Louisville	1997-10-26 06:00:00.000	1998-04-05 07:00:00.000	-300
46815	America/Kentucky/Louisville	1998-04-05 07:00:00.000	1998-10-25 06:00:00.000	-240
46816	America/Kentucky/Louisville	1998-10-25 06:00:00.000	1999-04-04 07:00:00.000	-300
46817	America/Kentucky/Louisville	1999-04-04 07:00:00.000	1999-10-31 06:00:00.000	-240
46818	America/Kentucky/Louisville	1999-10-31 06:00:00.000	2000-04-02 07:00:00.000	-300
46819	America/Kentucky/Louisville	2000-04-02 07:00:00.000	2000-10-29 06:00:00.000	-240
46820	America/Kentucky/Louisville	2000-10-29 06:00:00.000	2001-04-01 07:00:00.000	-300
46821	America/Kentucky/Louisville	2001-04-01 07:00:00.000	2001-10-28 06:00:00.000	-240
46822	America/Kentucky/Louisville	2001-10-28 06:00:00.000	2002-04-07 07:00:00.000	-300
46823	America/Kentucky/Louisville	2002-04-07 07:00:00.000	2002-10-27 06:00:00.000	-240
46824	America/Kentucky/Louisville	2002-10-27 06:00:00.000	2003-04-06 07:00:00.000	-300
46825	America/Kentucky/Louisville	2003-04-06 07:00:00.000	2003-10-26 06:00:00.000	-240
46826	America/Kentucky/Louisville	2003-10-26 06:00:00.000	2004-04-04 07:00:00.000	-300
46827	America/Kentucky/Louisville	2004-04-04 07:00:00.000	2004-10-31 06:00:00.000	-240
46828	America/Kentucky/Louisville	2004-10-31 06:00:00.000	2005-04-03 07:00:00.000	-300
46829	America/Kentucky/Louisville	2005-04-03 07:00:00.000	2005-10-30 06:00:00.000	-240
46830	America/Kentucky/Louisville	2005-10-30 06:00:00.000	2006-04-02 07:00:00.000	-300
46831	America/Kentucky/Louisville	2006-04-02 07:00:00.000	2006-10-29 06:00:00.000	-240
46832	America/Kentucky/Louisville	2006-10-29 06:00:00.000	2007-03-11 07:00:00.000	-300
46833	America/Kentucky/Louisville	2007-03-11 07:00:00.000	2007-11-04 06:00:00.000	-240
46834	America/Kentucky/Louisville	2007-11-04 06:00:00.000	2008-03-09 07:00:00.000	-300
46835	America/Kentucky/Louisville	2008-03-09 07:00:00.000	2008-11-02 06:00:00.000	-240
46836	America/Kentucky/Louisville	2008-11-02 06:00:00.000	2009-03-08 07:00:00.000	-300
46837	America/Kentucky/Louisville	2009-03-08 07:00:00.000	2009-11-01 06:00:00.000	-240
46838	America/Kentucky/Louisville	2009-11-01 06:00:00.000	2010-03-14 07:00:00.000	-300
46839	America/Kentucky/Louisville	2010-03-14 07:00:00.000	2010-11-07 06:00:00.000	-240
46840	America/Kentucky/Louisville	2010-11-07 06:00:00.000	2011-03-13 07:00:00.000	-300
46841	America/Kentucky/Louisville	2011-03-13 07:00:00.000	2011-11-06 06:00:00.000	-240
46842	America/Kentucky/Louisville	2011-11-06 06:00:00.000	2012-03-11 07:00:00.000	-300
46843	America/Kentucky/Louisville	2012-03-11 07:00:00.000	2012-11-04 06:00:00.000	-240
46844	America/Kentucky/Louisville	2012-11-04 06:00:00.000	2013-03-10 07:00:00.000	-300
46845	America/Kentucky/Louisville	2013-03-10 07:00:00.000	2013-11-03 06:00:00.000	-240
46846	America/Kentucky/Louisville	2013-11-03 06:00:00.000	2014-03-09 07:00:00.000	-300
46847	America/Kentucky/Louisville	2014-03-09 07:00:00.000	2014-11-02 06:00:00.000	-240
46848	America/Kentucky/Louisville	2014-11-02 06:00:00.000	2015-03-08 07:00:00.000	-300
46849	America/Kentucky/Louisville	2015-03-08 07:00:00.000	2015-11-01 06:00:00.000	-240
46850	America/Kentucky/Louisville	2015-11-01 06:00:00.000	2016-03-13 07:00:00.000	-300
46851	America/Kentucky/Louisville	2016-03-13 07:00:00.000	2016-11-06 06:00:00.000	-240
46852	America/Kentucky/Louisville	2016-11-06 06:00:00.000	2017-03-12 07:00:00.000	-300
46853	America/Kentucky/Louisville	2017-03-12 07:00:00.000	2017-11-05 06:00:00.000	-240
46854	America/Kentucky/Louisville	2017-11-05 06:00:00.000	2018-03-11 07:00:00.000	-300
46855	America/Kentucky/Louisville	2018-03-11 07:00:00.000	2018-11-04 06:00:00.000	-240
46856	America/Kentucky/Louisville	2018-11-04 06:00:00.000	2019-03-10 07:00:00.000	-300
46857	America/Kentucky/Louisville	2019-03-10 07:00:00.000	2019-11-03 06:00:00.000	-240
46858	America/Kentucky/Louisville	2019-11-03 06:00:00.000	2020-03-08 07:00:00.000	-300
46859	America/Kentucky/Louisville	2020-03-08 07:00:00.000	2020-11-01 06:00:00.000	-240
46860	America/Kentucky/Louisville	2020-11-01 06:00:00.000	2021-03-14 07:00:00.000	-300
46861	America/Kentucky/Louisville	2021-03-14 07:00:00.000	2021-11-07 06:00:00.000	-240
46862	America/Kentucky/Louisville	2021-11-07 06:00:00.000	2022-03-13 07:00:00.000	-300
46863	America/Kentucky/Louisville	2022-03-13 07:00:00.000	2022-11-06 06:00:00.000	-240
46864	America/Kentucky/Louisville	2022-11-06 06:00:00.000	2023-03-12 07:00:00.000	-300
46865	America/Kentucky/Louisville	2023-03-12 07:00:00.000	2023-11-05 06:00:00.000	-240
46866	America/Kentucky/Louisville	2023-11-05 06:00:00.000	2024-03-10 07:00:00.000	-300
46867	America/Kentucky/Louisville	2024-03-10 07:00:00.000	2024-11-03 06:00:00.000	-240
46868	America/Kentucky/Louisville	2024-11-03 06:00:00.000	2025-03-09 07:00:00.000	-300
46869	America/Kentucky/Louisville	2025-03-09 07:00:00.000	2025-11-02 06:00:00.000	-240
46870	America/Kentucky/Louisville	2025-11-02 06:00:00.000	2026-03-08 07:00:00.000	-300
46871	America/Kentucky/Louisville	2026-03-08 07:00:00.000	2026-11-01 06:00:00.000	-240
46872	America/Kentucky/Louisville	2026-11-01 06:00:00.000	2027-03-14 07:00:00.000	-300
46873	America/Kentucky/Louisville	2027-03-14 07:00:00.000	2027-11-07 06:00:00.000	-240
46874	America/Kentucky/Louisville	2027-11-07 06:00:00.000	2028-03-12 07:00:00.000	-300
46875	America/Kentucky/Louisville	2028-03-12 07:00:00.000	2028-11-05 06:00:00.000	-240
46876	America/Kentucky/Louisville	2028-11-05 06:00:00.000	2029-03-11 07:00:00.000	-300
46877	America/Kentucky/Louisville	2029-03-11 07:00:00.000	2029-11-04 06:00:00.000	-240
46878	America/Kentucky/Louisville	2029-11-04 06:00:00.000	2030-03-10 07:00:00.000	-300
46879	America/Kentucky/Louisville	2030-03-10 07:00:00.000	2030-11-03 06:00:00.000	-240
46880	America/Kentucky/Louisville	2030-11-03 06:00:00.000	2031-03-09 07:00:00.000	-300
46881	America/Kentucky/Louisville	2031-03-09 07:00:00.000	2031-11-02 06:00:00.000	-240
46882	America/Kentucky/Louisville	2031-11-02 06:00:00.000	2032-03-14 07:00:00.000	-300
46883	America/Kentucky/Louisville	2032-03-14 07:00:00.000	2032-11-07 06:00:00.000	-240
46884	America/Kentucky/Louisville	2032-11-07 06:00:00.000	2033-03-13 07:00:00.000	-300
46885	America/Kentucky/Louisville	2033-03-13 07:00:00.000	2033-11-06 06:00:00.000	-240
46886	America/Kentucky/Louisville	2033-11-06 06:00:00.000	2034-03-12 07:00:00.000	-300
46887	America/Kentucky/Louisville	2034-03-12 07:00:00.000	2034-11-05 06:00:00.000	-240
46888	America/Kentucky/Louisville	2034-11-05 06:00:00.000	2035-03-11 07:00:00.000	-300
46889	America/Kentucky/Louisville	2035-03-11 07:00:00.000	2035-11-04 06:00:00.000	-240
46890	America/Kentucky/Louisville	2035-11-04 06:00:00.000	2036-03-09 07:00:00.000	-300
46891	America/Kentucky/Louisville	2036-03-09 07:00:00.000	2036-11-02 06:00:00.000	-240
46892	America/Kentucky/Louisville	2036-11-02 06:00:00.000	2037-03-08 07:00:00.000	-300
46893	America/Kentucky/Louisville	2037-03-08 07:00:00.000	2037-11-01 06:00:00.000	-240
46894	America/Kentucky/Louisville	2037-11-01 06:00:00.000	2038-03-14 07:00:00.000	-300
46895	America/Kentucky/Louisville	2038-03-14 07:00:00.000	2038-11-07 06:00:00.000	-240
46896	America/Kentucky/Louisville	2038-11-07 06:00:00.000	2039-03-13 07:00:00.000	-300
46897	America/Kentucky/Louisville	2039-03-13 07:00:00.000	2039-11-06 06:00:00.000	-240
46898	America/Kentucky/Louisville	2039-11-06 06:00:00.000	2040-03-11 07:00:00.000	-300
46899	America/Kentucky/Louisville	2040-03-11 07:00:00.000	2040-11-04 06:00:00.000	-240
46900	America/Kentucky/Louisville	2040-11-04 06:00:00.000	2041-03-10 07:00:00.000	-300
46901	America/Kentucky/Louisville	2041-03-10 07:00:00.000	2041-11-03 06:00:00.000	-240
46902	America/Kentucky/Louisville	2041-11-03 06:00:00.000	2042-03-09 07:00:00.000	-300
46903	America/Kentucky/Louisville	2042-03-09 07:00:00.000	2042-11-02 06:00:00.000	-240
46904	America/Kentucky/Louisville	2042-11-02 06:00:00.000	2043-03-08 07:00:00.000	-300
46905	America/Kentucky/Louisville	2043-03-08 07:00:00.000	2043-11-01 06:00:00.000	-240
46906	America/Kentucky/Louisville	2043-11-01 06:00:00.000	2044-03-13 07:00:00.000	-300
46907	America/Kentucky/Louisville	2044-03-13 07:00:00.000	2044-11-06 06:00:00.000	-240
46908	America/Kentucky/Louisville	2044-11-06 06:00:00.000	2045-03-12 07:00:00.000	-300
46909	America/Kentucky/Louisville	2045-03-12 07:00:00.000	2045-11-05 06:00:00.000	-240
46910	America/Kentucky/Louisville	2045-11-05 06:00:00.000	2046-03-11 07:00:00.000	-300
46911	America/Kentucky/Louisville	2046-03-11 07:00:00.000	2046-11-04 06:00:00.000	-240
46912	America/Kentucky/Louisville	2046-11-04 06:00:00.000	2047-03-10 07:00:00.000	-300
46913	America/Kentucky/Louisville	2047-03-10 07:00:00.000	2047-11-03 06:00:00.000	-240
46914	America/Kentucky/Louisville	2047-11-03 06:00:00.000	2048-03-08 07:00:00.000	-300
46915	America/Kentucky/Louisville	2048-03-08 07:00:00.000	2048-11-01 06:00:00.000	-240
46916	America/Kentucky/Louisville	2048-11-01 06:00:00.000	2049-03-14 07:00:00.000	-300
46917	America/Kentucky/Louisville	2049-03-14 07:00:00.000	2049-08-08 04:00:00.000	-240
46918	America/Kentucky/Monticello	1969-08-08 05:00:00.000	1969-10-26 07:00:00.000	-300
46919	America/Kentucky/Monticello	1969-10-26 07:00:00.000	1970-04-26 08:00:00.000	-360
46920	America/Kentucky/Monticello	1970-04-26 08:00:00.000	1970-10-25 07:00:00.000	-300
46921	America/Kentucky/Monticello	1970-10-25 07:00:00.000	1971-04-25 08:00:00.000	-360
46922	America/Kentucky/Monticello	1971-04-25 08:00:00.000	1971-10-31 07:00:00.000	-300
46923	America/Kentucky/Monticello	1971-10-31 07:00:00.000	1972-04-30 08:00:00.000	-360
46924	America/Kentucky/Monticello	1972-04-30 08:00:00.000	1972-10-29 07:00:00.000	-300
46925	America/Kentucky/Monticello	1972-10-29 07:00:00.000	1973-04-29 08:00:00.000	-360
46926	America/Kentucky/Monticello	1973-04-29 08:00:00.000	1973-10-28 07:00:00.000	-300
46927	America/Kentucky/Monticello	1973-10-28 07:00:00.000	1974-01-06 08:00:00.000	-360
46928	America/Kentucky/Monticello	1974-01-06 08:00:00.000	1974-10-27 07:00:00.000	-300
46929	America/Kentucky/Monticello	1974-10-27 07:00:00.000	1975-02-23 08:00:00.000	-360
46930	America/Kentucky/Monticello	1975-02-23 08:00:00.000	1975-10-26 07:00:00.000	-300
46931	America/Kentucky/Monticello	1975-10-26 07:00:00.000	1976-04-25 08:00:00.000	-360
46932	America/Kentucky/Monticello	1976-04-25 08:00:00.000	1976-10-31 07:00:00.000	-300
46933	America/Kentucky/Monticello	1976-10-31 07:00:00.000	1977-04-24 08:00:00.000	-360
46934	America/Kentucky/Monticello	1977-04-24 08:00:00.000	1977-10-30 07:00:00.000	-300
46935	America/Kentucky/Monticello	1977-10-30 07:00:00.000	1978-04-30 08:00:00.000	-360
46936	America/Kentucky/Monticello	1978-04-30 08:00:00.000	1978-10-29 07:00:00.000	-300
46937	America/Kentucky/Monticello	1978-10-29 07:00:00.000	1979-04-29 08:00:00.000	-360
46938	America/Kentucky/Monticello	1979-04-29 08:00:00.000	1979-10-28 07:00:00.000	-300
46939	America/Kentucky/Monticello	1979-10-28 07:00:00.000	1980-04-27 08:00:00.000	-360
46940	America/Kentucky/Monticello	1980-04-27 08:00:00.000	1980-10-26 07:00:00.000	-300
46941	America/Kentucky/Monticello	1980-10-26 07:00:00.000	1981-04-26 08:00:00.000	-360
46942	America/Kentucky/Monticello	1981-04-26 08:00:00.000	1981-10-25 07:00:00.000	-300
46943	America/Kentucky/Monticello	1981-10-25 07:00:00.000	1982-04-25 08:00:00.000	-360
46944	America/Kentucky/Monticello	1982-04-25 08:00:00.000	1982-10-31 07:00:00.000	-300
46945	America/Kentucky/Monticello	1982-10-31 07:00:00.000	1983-04-24 08:00:00.000	-360
46946	America/Kentucky/Monticello	1983-04-24 08:00:00.000	1983-10-30 07:00:00.000	-300
46947	America/Kentucky/Monticello	1983-10-30 07:00:00.000	1984-04-29 08:00:00.000	-360
46948	America/Kentucky/Monticello	1984-04-29 08:00:00.000	1984-10-28 07:00:00.000	-300
46949	America/Kentucky/Monticello	1984-10-28 07:00:00.000	1985-04-28 08:00:00.000	-360
46950	America/Kentucky/Monticello	1985-04-28 08:00:00.000	1985-10-27 07:00:00.000	-300
46951	America/Kentucky/Monticello	1985-10-27 07:00:00.000	1986-04-27 08:00:00.000	-360
46952	America/Kentucky/Monticello	1986-04-27 08:00:00.000	1986-10-26 07:00:00.000	-300
46953	America/Kentucky/Monticello	1986-10-26 07:00:00.000	1987-04-05 08:00:00.000	-360
46954	America/Kentucky/Monticello	1987-04-05 08:00:00.000	1987-10-25 07:00:00.000	-300
46955	America/Kentucky/Monticello	1987-10-25 07:00:00.000	1988-04-03 08:00:00.000	-360
46956	America/Kentucky/Monticello	1988-04-03 08:00:00.000	1988-10-30 07:00:00.000	-300
46957	America/Kentucky/Monticello	1988-10-30 07:00:00.000	1989-04-02 08:00:00.000	-360
46958	America/Kentucky/Monticello	1989-04-02 08:00:00.000	1989-10-29 07:00:00.000	-300
46959	America/Kentucky/Monticello	1989-10-29 07:00:00.000	1990-04-01 08:00:00.000	-360
46960	America/Kentucky/Monticello	1990-04-01 08:00:00.000	1990-10-28 07:00:00.000	-300
46961	America/Kentucky/Monticello	1990-10-28 07:00:00.000	1991-04-07 08:00:00.000	-360
46962	America/Kentucky/Monticello	1991-04-07 08:00:00.000	1991-10-27 07:00:00.000	-300
46963	America/Kentucky/Monticello	1991-10-27 07:00:00.000	1992-04-05 08:00:00.000	-360
46964	America/Kentucky/Monticello	1992-04-05 08:00:00.000	1992-10-25 07:00:00.000	-300
46965	America/Kentucky/Monticello	1992-10-25 07:00:00.000	1993-04-04 08:00:00.000	-360
46966	America/Kentucky/Monticello	1993-04-04 08:00:00.000	1993-10-31 07:00:00.000	-300
46967	America/Kentucky/Monticello	1993-10-31 07:00:00.000	1994-04-03 08:00:00.000	-360
46968	America/Kentucky/Monticello	1994-04-03 08:00:00.000	1994-10-30 07:00:00.000	-300
46969	America/Kentucky/Monticello	1994-10-30 07:00:00.000	1995-04-02 08:00:00.000	-360
46970	America/Kentucky/Monticello	1995-04-02 08:00:00.000	1995-10-29 07:00:00.000	-300
46971	America/Kentucky/Monticello	1995-10-29 07:00:00.000	1996-04-07 08:00:00.000	-360
46972	America/Kentucky/Monticello	1996-04-07 08:00:00.000	1996-10-27 07:00:00.000	-300
46973	America/Kentucky/Monticello	1996-10-27 07:00:00.000	1997-04-06 08:00:00.000	-360
46974	America/Kentucky/Monticello	1997-04-06 08:00:00.000	1997-10-26 07:00:00.000	-300
46975	America/Kentucky/Monticello	1997-10-26 07:00:00.000	1998-04-05 08:00:00.000	-360
46976	America/Kentucky/Monticello	1998-04-05 08:00:00.000	1998-10-25 07:00:00.000	-300
46977	America/Kentucky/Monticello	1998-10-25 07:00:00.000	1999-04-04 08:00:00.000	-360
46978	America/Kentucky/Monticello	1999-04-04 08:00:00.000	1999-10-31 07:00:00.000	-300
46979	America/Kentucky/Monticello	1999-10-31 07:00:00.000	2000-04-02 08:00:00.000	-360
46980	America/Kentucky/Monticello	2000-04-02 08:00:00.000	2001-04-01 07:00:00.000	-300
46981	America/Kentucky/Monticello	2001-04-01 07:00:00.000	2001-10-28 06:00:00.000	-240
46982	America/Kentucky/Monticello	2001-10-28 06:00:00.000	2002-04-07 07:00:00.000	-300
46983	America/Kentucky/Monticello	2002-04-07 07:00:00.000	2002-10-27 06:00:00.000	-240
46984	America/Kentucky/Monticello	2002-10-27 06:00:00.000	2003-04-06 07:00:00.000	-300
46985	America/Kentucky/Monticello	2003-04-06 07:00:00.000	2003-10-26 06:00:00.000	-240
46986	America/Kentucky/Monticello	2003-10-26 06:00:00.000	2004-04-04 07:00:00.000	-300
46987	America/Kentucky/Monticello	2004-04-04 07:00:00.000	2004-10-31 06:00:00.000	-240
46988	America/Kentucky/Monticello	2004-10-31 06:00:00.000	2005-04-03 07:00:00.000	-300
46989	America/Kentucky/Monticello	2005-04-03 07:00:00.000	2005-10-30 06:00:00.000	-240
46990	America/Kentucky/Monticello	2005-10-30 06:00:00.000	2006-04-02 07:00:00.000	-300
46991	America/Kentucky/Monticello	2006-04-02 07:00:00.000	2006-10-29 06:00:00.000	-240
46992	America/Kentucky/Monticello	2006-10-29 06:00:00.000	2007-03-11 07:00:00.000	-300
46993	America/Kentucky/Monticello	2007-03-11 07:00:00.000	2007-11-04 06:00:00.000	-240
46994	America/Kentucky/Monticello	2007-11-04 06:00:00.000	2008-03-09 07:00:00.000	-300
46995	America/Kentucky/Monticello	2008-03-09 07:00:00.000	2008-11-02 06:00:00.000	-240
46996	America/Kentucky/Monticello	2008-11-02 06:00:00.000	2009-03-08 07:00:00.000	-300
46997	America/Kentucky/Monticello	2009-03-08 07:00:00.000	2009-11-01 06:00:00.000	-240
46998	America/Kentucky/Monticello	2009-11-01 06:00:00.000	2010-03-14 07:00:00.000	-300
46999	America/Kentucky/Monticello	2010-03-14 07:00:00.000	2010-11-07 06:00:00.000	-240
47000	America/Kentucky/Monticello	2010-11-07 06:00:00.000	2011-03-13 07:00:00.000	-300
47001	America/Kentucky/Monticello	2011-03-13 07:00:00.000	2011-11-06 06:00:00.000	-240
47002	America/Kentucky/Monticello	2011-11-06 06:00:00.000	2012-03-11 07:00:00.000	-300
47003	America/Kentucky/Monticello	2012-03-11 07:00:00.000	2012-11-04 06:00:00.000	-240
47004	America/Kentucky/Monticello	2012-11-04 06:00:00.000	2013-03-10 07:00:00.000	-300
47005	America/Kentucky/Monticello	2013-03-10 07:00:00.000	2013-11-03 06:00:00.000	-240
47006	America/Kentucky/Monticello	2013-11-03 06:00:00.000	2014-03-09 07:00:00.000	-300
47007	America/Kentucky/Monticello	2014-03-09 07:00:00.000	2014-11-02 06:00:00.000	-240
47008	America/Kentucky/Monticello	2014-11-02 06:00:00.000	2015-03-08 07:00:00.000	-300
47009	America/Kentucky/Monticello	2015-03-08 07:00:00.000	2015-11-01 06:00:00.000	-240
47010	America/Kentucky/Monticello	2015-11-01 06:00:00.000	2016-03-13 07:00:00.000	-300
