PLAN_START_DATE,PLAN_END_DATE,UNIT_OF_WORK,SIM_DAY,AGE,NUMBER_OF_TASKS,PLACEHOLDER
04/01/2019 , 04/29/2019 , DE_APPEAL , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 5.000000 , 0 , 216 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 5.000000 , 1 , 46 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 5.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 5.000000 , 0 , 23 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 5.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 5.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 5.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 5.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 5.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 5.000000 , 0 , 22 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 5.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 5.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 5.000000 , 0 , 85 , 0 
04/01/2019 , 04/29/2019 , QC , 5.000000 , 1 , 7 , 0 
04/01/2019 , 04/29/2019 , QC , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 5.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 5.000000 , 0 , 14 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 5.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 5.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 5.000000 , 0 , 76 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 5.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 5.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 6.000000 , 0 , 187 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 6.000000 , 1 , 210 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 6.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 6.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 6.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 6.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 6.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 6.000000 , 1 , 5 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 6.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 6.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 6.000000 , 1 , 216 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 6.000000 , 2 , 46 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 6.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 6.000000 , 1 , 6 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 6.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 6.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 6.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 6.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 6.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 6.000000 , 1 , 22 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 6.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 6.000000 , 0 , 4 , 0 
04/01/2019 , 04/29/2019 , QC , 6.000000 , 1 , 85 , 0 
04/01/2019 , 04/29/2019 , QC , 6.000000 , 2 , 4 , 0 
04/01/2019 , 04/29/2019 , QC , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 6.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 6.000000 , 1 , 14 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 6.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 6.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 6.000000 , 1 , 76 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 6.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 6.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 6.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 6.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 6.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 7.000000 , 0 , 187 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 7.000000 , 1 , 210 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 7.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 7.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 7.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 7.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 7.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 7.000000 , 1 , 5 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 7.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 7.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 7.000000 , 1 , 216 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 7.000000 , 2 , 46 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 7.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 7.000000 , 1 , 6 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 7.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 7.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 7.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 7.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 7.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 7.000000 , 1 , 22 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 7.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 7.000000 , 0 , 4 , 0 
04/01/2019 , 04/29/2019 , QC , 7.000000 , 1 , 85 , 0 
04/01/2019 , 04/29/2019 , QC , 7.000000 , 2 , 4 , 0 
04/01/2019 , 04/29/2019 , QC , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 7.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 7.000000 , 1 , 14 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 7.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 7.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 7.000000 , 1 , 76 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 7.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 7.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 7.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 7.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 7.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 8.000000 , 0 , 243 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 8.000000 , 1 , 144 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 8.000000 , 0 , 31 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 8.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 8.000000 , 0 , 9 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 8.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 8.000000 , 0 , 253 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 8.000000 , 1 , 11 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 8.000000 , 0 , 16 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 8.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 8.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 8.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 8.000000 , 0 , 15 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 8.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 8.000000 , 0 , 94 , 0 
04/01/2019 , 04/29/2019 , QC , 8.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 8.000000 , 0 , 15 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 8.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 8.000000 , 0 , 66 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 8.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 8.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 8.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 8.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 8.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 8.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 9.000000 , 0 , 252 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 9.000000 , 1 , 135 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 9.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 9.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 9.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 9.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 9.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 9.000000 , 0 , 26 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 9.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 9.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 9.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 9.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 9.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 9.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 9.000000 , 0 , 12 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 9.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 9.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 9.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 9.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 9.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 9.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 9.000000 , 0 , 252 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 9.000000 , 1 , 16 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 9.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 9.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 9.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 9.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 9.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 9.000000 , 0 , 22 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 9.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 9.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 9.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 9.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 9.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 9.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 9.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 9.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 9.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 9.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 9.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 9.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 9.000000 , 6 , 0 , 0 
